队名,队员号,出场次数,首发次数,上场时间,投篮命中率,投篮命中次数,投篮出手次数,三分命中率,三分命中次数,三分出手次数,罚球命中率,罚球命中次数,罚球出手次数,篮板总数,前场篮板,后场篮板,助攻,抢断,盖帽,失误,犯规,得分
99,14,24,0,8.8,29.200,0.9,3,32.000,0.3,1,66.700,0.1,0.1,1,0.3,0.7,1.7,0.2,0,0.7,0.5,2.2
99,15,37,0,8.6,36.300,0.9,2.5,19.000,0.1,0.6,66.700,0.2,0.3,1.5,0.6,1,0.3,0.2,0,0.4,0.7,2.1
99,16,75,0,8.5,36.200,0.7,1.9,20.700,0.1,0.4,69.800,0.4,0.6,0.9,0.3,0.6,1,0.5,0.1,0.6,1,1.8
100,0,79,79,36,44.500,6.6,14.8,30.000,0.8,2.7,78.500,3.6,4.6,4.6,0.5,4.2,10,1.7,0.6,3.8,2.3,17.6
100,1,63,59,33.5,42.700,5.8,13.5,40.900,1.7,4.1,78.300,2.1,2.6,3.8,0.9,2.9,3.1,1.2,0.3,2,2.2,15.3
100,2,82,82,29.9,56.600,5.4,9.5,0.000,0,0,70.300,1.5,2.1,8.7,2.2,6.5,1.2,0.6,1.3,1.2,2.3,12.2
100,3,73,73,26.2,44.700,4,9,38.900,1.6,4.2,78.100,2.2,2.9,4,0.6,3.4,2,0.6,0.3,1.3,2.2,11.9
100,4,67,58,25.3,51.100,4.6,9,20.000,0,0.1,60.400,1.8,3,5.1,1.3,3.9,1.8,1,0.3,1.9,2.7,11
100,5,64,17,21,47.300,3.3,7,0.000,0,0.1,74.400,1.4,1.8,6.5,1.8,4.7,0.9,0.5,0.4,0.7,2,8
100,6,75,1,20.1,42.200,2.9,6.9,38.700,1.2,3.1,79.100,0.7,0.9,2.6,0.4,2.3,0.8,0.4,0.3,0.6,1.3,7.7
100,7,28,3,19.5,41.100,2.2,5.4,40.600,0.5,1.1,81.200,2.5,3,2.7,0.4,2.3,3.1,0.6,0,1.3,1,7.4
100,8,79,0,15.6,51.300,2.9,5.7,0.000,0,0,70.700,0.7,1,3.6,1.1,2.5,0.7,0.1,0.7,1.2,2.5,6.6
100,9,74,13,19.4,45.000,2.4,5.3,33.700,0.5,1.4,73.400,0.8,1.1,3,0.9,2,0.9,0.6,0.4,0.7,1.3,6
100,10,51,7,17,39.900,2.2,5.4,39.000,0.5,1.2,77.300,0.7,0.9,4.4,1.4,3,1,0.4,0.2,0.5,1.8,5.4
100,11,52,18,14.1,40.000,1.3,3.3,37.500,0.6,1.7,72.900,0.7,0.9,1.7,0.5,1.3,1.1,0.8,0.2,0.7,1.5,3.9
100,12,51,0,12.4,54.200,1.5,2.8,12.500,0,0.2,71.800,0.5,0.8,1.5,0.4,1.1,2.8,0.3,0,0.9,1.1,3.6
100,13,32,0,10.9,26.400,0.8,2.8,23.300,0.3,1.3,75.000,1.5,2,1.4,0.3,1.1,0.5,0.2,0,0.7,0.8,3.3
100,14,7,0,9.4,32.300,1.4,4.4,0.000,0,1.3,50.000,0.3,0.6,0.9,0.3,0.6,2.6,0.1,0.1,1.1,1.3,3.1
100,15,5,0,8.4,20.000,0.6,3,14.300,0.2,1.4,66.700,0.8,1.2,0.8,0.4,0.4,0.4,0,0,0.4,2.2,2.2
100,16,29,0,6.1,45.600,0.9,2,,0,0,66.700,0.1,0.2,1.9,0.6,1.4,0.1,0.2,0,0.4,1.4,1.9
100,17,4,0,4.3,50.000,0.5,1,,0,0,100.000,0.5,0.5,0.3,0.3,0,0.3,0.3,0,1,0.5,1.5
101,0,77,77,36.1,42.400,7.4,17.5,35.100,1.5,4.3,79.100,3.5,4.5,4.9,0.5,4.4,10.2,1.9,0.8,4.1,2.1,19.9
101,1,55,35,31.1,44.900,6.5,14.5,38.700,1.9,4.9,76.700,2.5,3.2,3.4,0.7,2.7,2.9,1,0.2,2,2.1,17.4
101,2,75,74,30.1,56.700,5.8,10.2,0.000,0,0,70.500,1.9,2.8,9.9,3,6.9,1.4,0.6,1.3,1.6,2.6,13.5
101,3,27,21,26.4,46.700,5,10.6,31.600,0.9,2.9,76.400,1.6,2,5.9,1.1,4.7,1.4,0.9,0.6,1.7,3,12.4
101,4,75,73,30.3,47.300,4.5,9.6,36.700,1.3,3.6,75.400,1.3,1.7,5.2,1.3,3.9,1.6,1.4,0.4,0.9,2.2,11.6
101,5,82,5,20.3,47.300,3.4,7.2,32.400,0.4,1.4,75.600,2.6,3.5,2.5,0.3,2.2,2.9,0.6,0.1,1.4,1.2,9.9
101,6,40,2,20.2,46.500,3.8,8.1,41.000,1,2.5,85.500,1.2,1.4,2.1,0.3,1.8,1.2,0.5,0,0.7,1.4,9.8
101,7,57,11,19.2,54.400,3.7,6.7,0.000,0,0.1,57.800,1.9,3.2,4.5,0.9,3.6,1.7,0.9,0.5,1.3,2.7,9.2
101,8,14,2,16.1,39.300,3,7.6,33.300,1.3,3.9,76.200,1.1,1.5,2.5,0.5,2,1.3,0.9,0.1,0.8,1.2,8.4
101,9,81,41,25.9,47.800,2.9,6,42.000,1.2,2.9,73.500,0.9,1.2,3.5,0.7,2.9,2.1,0.9,0.2,1,2.3,7.9
101,10,80,43,24.4,39.800,2.5,6.3,34.500,1.1,3.2,72.800,1.1,1.6,2.7,0.5,2.2,1.8,0.9,0.2,0.8,2.4,7.3
101,11,28,14,16.7,40.500,2.3,5.6,34.300,0.8,2.4,93.500,1,1.1,4.1,0.9,3.2,0.6,0.1,0.5,0.7,1.5,6.4
101,12,13,0,14.8,35.600,1.6,4.5,32.400,0.9,2.8,73.300,0.8,1.2,2.1,0.1,2,1.1,0.3,0.1,0.2,1.9,5
101,13,15,0,8.7,54.300,1.7,3.1,0.000,0,0.1,43.200,1.3,2.9,3,1.1,1.9,0.5,0.3,0.1,0.6,0.8,4.6
101,14,63,9,10.7,42.700,1.4,3.3,31.600,0.4,1.3,63.300,0.5,0.8,2.1,0.4,1.7,0.2,0.3,0.1,0.5,1.6,3.7
101,15,30,0,10.1,32.000,1.1,3.4,17.100,0.2,1.4,64.300,0.3,0.5,2.8,0.9,1.9,0.4,0.3,0.4,0.4,1.3,2.7
101,16,26,0,5.6,30.800,0.8,2.5,31.900,0.6,1.8,100.000,0.3,0.3,0.9,0.1,0.8,0.2,0.2,0,0,0.2,2.4
101,17,29,0,7.5,41.200,1,2.3,0.000,0,0,38.500,0.2,0.4,2,0.7,1.3,0.4,0.3,0.1,0.5,1.8,2.1
101,18,5,3,9.6,57.100,0.8,1.4,,0,0,,0,0,2.2,1.4,0.8,0,0,0.2,0.6,0.8,1.6
102,0,78,78,36.4,45.100,8.3,18.4,32.700,1.1,3.5,80.100,5.4,6.8,4.2,0.8,3.4,10.7,2,0.6,4.1,1.9,23.1
102,1,77,77,34.9,48.200,8.3,17.2,40.400,2.9,7.2,82.500,3.7,4.4,3.1,0.7,2.4,3.5,1.1,0.3,2,2.2,23.1
102,2,76,76,31.2,45.700,5.3,11.7,36.200,0.9,2.6,83.700,2.4,2.8,6.5,1.4,5.1,1.7,1.1,0.6,1.7,3.3,14
102,3,80,80,32.5,51.600,5.2,10,43.400,1.9,4.3,83.200,1.2,1.5,6.4,1.5,5,1.5,1.5,0.5,0.6,2.4,13.4
102,4,26,0,23,45.700,4.1,9,39.100,1.7,4.4,93.400,2.7,2.9,3.1,0.5,2.5,0.8,0.4,0.2,1.5,1.8,12.7
102,5,82,82,31.2,57.900,4.8,8.2,0.000,0,0,64.800,1.3,1.9,10.4,2.9,7.5,1.5,0.5,0.7,1.5,2.6,10.8
102,6,33,1,17.5,40.000,2.5,6.4,35.000,0.8,2.4,85.200,0.7,0.8,2.3,0.7,1.6,1.2,0.6,0.1,0.8,1.5,6.6
102,7,79,5,20.4,42.100,2.4,5.6,28.700,0.7,2.4,75.800,0.9,1.3,3.3,0.8,2.5,0.6,0.7,0.2,0.6,2.5,6.3
102,8,74,3,14.4,52.900,2.4,4.4,47.400,0.5,1.1,68.600,0.5,0.7,3.5,0.9,2.6,0.5,0.3,0.7,0.8,2.3,5.7
102,9,31,0,17.9,58.600,2.1,3.6,,0,0,57.300,1.4,2.4,4.8,1.5,3.3,0.6,1.1,0.8,1.1,2.9,5.6
102,10,57,0,12.3,45.500,2,4.5,44.300,0.5,1.2,75.900,0.4,0.5,0.8,0.1,0.7,1.8,0.2,0.1,0.8,0.9,5
102,11,23,2,16.2,27.400,1.3,4.6,21.200,0.5,2.3,70.600,0.5,0.7,1.9,0.3,1.6,4.7,0.7,0,1,1.4,3.5
102,12,30,3,9.6,40.000,1,2.5,23.300,0.2,1,85.200,0.8,0.9,1.1,0.1,1,0.5,0.3,0.1,0.2,0.6,3
102,13,57,3,12.7,41.500,1.1,2.6,24.300,0.2,0.6,69.700,0.4,0.6,1.5,0.4,1,1.6,0.5,0.1,0.7,1.1,2.7
102,14,28,0,8.3,39.000,1.1,2.8,18.800,0.1,0.6,58.300,0.3,0.4,1.2,0.4,0.8,0.3,0.4,0.2,0.4,1.3,2.5
102,15,19,0,4,44.400,0.6,1.4,,0,0,0.000,0,0.1,1.2,0.3,0.9,0.2,0.1,0,0.2,0.9,1.3
102,16,2,0,4.5,0.000,0,0.5,0.000,0,0.5,50.000,0.5,1,1,0,1,0,0.5,0,0.5,0,0.5
102,17,1,0,1,,0,0,,0,0,,0,0,1,0,1,0,0,0,0,0,0
103,0,50,50,35.5,45.200,8.7,19.3,33.300,0.8,2.5,82.300,6.9,8.3,7.6,1.5,6.1,2.8,0.9,0.6,2.8,2.7,25.2
103,1,51,51,32.3,43.800,4.6,10.5,44.100,2.1,4.7,92.300,5.2,5.6,2.5,0.2,2.2,5.3,1,0.2,2.5,1.8,16.5
103,2,14,12,30.9,41.200,3.9,9.4,37.000,1.4,3.9,77.200,5.6,7.2,5.4,0.8,4.6,1.6,0.9,0.6,1.8,1.9,14.7
103,3,75,75,30.5,61.500,5.4,8.7,20.000,0,0.1,71.100,3.8,5.4,7.6,1.9,5.7,2,1.1,1,1.8,3.2,14.5
103,4,69,69,33.7,49.800,4.5,9.1,42.300,1.5,3.6,84.700,2,2.4,3.6,0.7,3,2.4,0.5,0.4,1,2.2,12.6
103,5,21,19,30.6,41.900,4.8,11.5,34.700,1.2,3.6,81.000,1.6,2,5,0.6,4.4,1.6,0.7,1.1,1.8,2.2,12.5
103,6,79,6,24.9,43.500,4.3,9.9,39.000,1.6,4,73.800,2.1,2.8,4.1,0.6,3.5,2.2,1.2,0.2,1.3,2.2,12.3
103,7,80,31,26.3,50.300,4.3,8.6,40.400,0.9,2.1,76.400,2.2,2.8,2.6,0.8,1.8,4.7,1,0.1,1.7,1.7,11.7
103,8,21,0,31.6,43.100,4.2,9.7,45.900,1.3,2.9,61.700,1.8,2.9,3.6,0.4,3.2,6.5,1.3,0,2.1,1.8,11.5
103,9,73,3,22.8,41.600,3.8,9.2,35.700,1.6,4.5,73.500,1.2,1.6,4.5,1,3.5,1.4,0.5,0.1,1.5,2.8,10.5
103,10,48,48,25.7,51.100,3.9,7.5,22.200,0,0.2,58.300,0.9,1.5,6.2,1.4,4.8,2.3,0.9,0.7,1.2,2.8,8.6
103,11,45,0,16.3,59.900,1.8,3,0.000,0,0,63.700,1.9,3,4.9,1.7,3.2,0.4,0.5,1.3,0.6,1.8,5.6
103,12,63,11,12.6,45.400,2,4.3,32.800,0.3,0.9,67.800,0.9,1.4,1.8,0.4,1.4,0.8,0.4,0.1,0.7,1.2,5.2
103,13,11,1,8.9,50.000,1.9,3.8,,0,0,63.200,1.1,1.7,3,1.4,1.6,0,0.2,0.5,0.5,0.8,4.9
103,14,42,32,17,45.300,2,4.3,,0,0,73.900,0.8,1.1,5.3,1.8,3.5,0.5,0.4,0.5,0.9,2.2,4.7
103,15,5,0,8.8,55.600,1,1.8,,0,0,75.000,0.6,0.8,0.8,0.2,0.6,0.4,0.6,0.4,0,2.2,2.6
103,16,11,0,6,52.400,1,1.9,,0,0,75.000,0.5,0.7,1.5,0.5,1.1,0,0.1,0.2,0.3,0.7,2.5
103,17,30,2,12.2,54.900,0.9,1.7,,0,0,61.900,0.4,0.7,2.5,0.9,1.6,0.5,0.1,0.4,0.5,1.7,2.3
103,18,14,0,10.9,33.300,0.7,2.1,33.300,0.3,0.9,100.000,0.1,0.1,0.9,0,0.9,1.9,0.6,0.1,1,1.4,1.9
104,0,61,61,34.8,48.800,6.1,12.6,36.500,1.2,3.3,82.400,2.9,3.5,3.7,0.9,2.8,6.6,1.3,0.1,2.4,1.5,16.4
104,1,62,62,33.6,47.100,5.3,11.3,39.800,1.4,3.6,79.800,3.2,4,3.2,0.6,2.5,2.4,0.6,0.2,1.4,2.2,15.2
104,2,43,40,31.4,41.400,4.5,10.8,32.800,1.4,4.3,87.100,4.2,4.9,4.7,0.7,4,2.7,1,0.5,1.6,2,14.6
104,3,64,1,27.5,44.600,5.4,12.1,33.300,1.6,4.7,67.600,1.9,2.8,6.1,1.1,5,1.4,0.9,0.2,1.8,2.8,14.2
104,4,28,27,29.5,50.900,5.1,10,0.000,0,0.1,67.700,3.2,4.8,7.4,1.5,5.9,2.2,1.3,0.9,2.8,2.5,13.4
104,5,20,5,20.6,61.200,4.7,7.6,,0,0,37.300,1,2.6,5.8,1.8,4,0.3,0.5,1.6,1,2.4,10.3
104,6,46,39,22.5,58.600,3.9,6.7,,0,0,66.500,2.4,3.6,7.7,3.1,4.6,0.8,0.7,1,1.2,2.5,10.2
104,7,66,7,27.4,43.800,3.7,8.4,21.700,0.3,1.3,81.100,2.1,2.6,3.3,0.8,2.5,6.7,1,0.1,2.7,2,9.7
104,8,8,6,26.9,39.200,3.9,9.9,25.000,0.4,1.5,83.300,1.3,1.5,5.1,0.8,4.4,2.1,0.8,0.8,2.3,2.3,9.4
104,9,59,17,21.8,43.400,3.4,7.8,26.000,0.6,2.2,69.200,1.5,2.2,2.5,0.7,1.8,1.5,1.2,0.3,0.9,1.9,8.9
104,10,31,1,22.9,44.000,3.2,7.3,32.800,1.3,3.9,69.800,1,1.4,2.1,0.3,1.8,2.4,1,0.1,1.3,1.2,8.6
104,11,48,24,16.5,59.900,2.4,4,,0,0,60.000,0.7,1.1,5.4,2,3.4,0.3,0.5,0.9,0.7,2,5.5
104,12,44,35,15.6,52.600,2.3,4.3,,0,0,68.400,0.9,1.3,4.1,1.2,2.9,0.5,0.3,1,1.2,2,5.4
104,13,32,1,15.2,54.600,1.8,3.4,,0,0,61.000,1.6,2.6,4.6,1.5,3.1,0.2,0.6,1.4,0.5,1.6,5.3
104,14,26,2,9.9,43.200,1.8,4.3,36.200,0.7,1.8,40.000,0.1,0.2,2.4,0.4,2,0.8,0.2,0.1,0.6,0.6,4.4
104,15,4,0,5.3,100.000,1.5,1.5,,0,0,,0,0,0.8,0,0.8,0.8,0,0,0.5,0.3,3
104,16,22,2,8.1,41.900,0.6,1.4,18.200,0.1,0.5,72.700,0.4,0.5,1.1,0.2,0.9,1.7,0.4,0.3,0.5,0.8,1.6
105,0,73,71,34.4,46.100,6.1,13.3,36.600,1.2,3.2,75.600,3.2,4.3,2.7,0.5,2.2,6.9,1.5,0.1,2.5,1.8,16.7
105,1,71,71,32.5,41.800,5.1,12.3,37.300,1.9,5.1,82.200,4,4.9,5.2,0.9,4.3,2.5,0.9,0.5,1.6,1.8,16.2
105,2,43,8,25.1,46.200,4.9,10.6,41.300,1.2,2.9,79.300,2,2.6,5.1,1,4,1.3,1,0.3,1.4,2.8,13
105,3,80,80,34.8,45.100,5,11,31.700,1.1,3.6,57.400,1.9,3.4,5.3,1,4.3,5.4,1.7,0.7,2.6,1.6,13
105,4,82,2,24.5,42.500,4.6,10.8,29.600,1.1,3.7,69.000,1.8,2.6,2.9,0.7,2.2,1.5,1.4,0.3,1.2,1.9,12.1
105,5,80,80,28.1,55.200,4.8,8.6,,0,0,61.300,2,3.3,9.2,3.3,5.9,1,1,1,1.4,2.9,11.5
105,6,82,11,26.3,47.900,3.7,7.7,26.600,0.2,0.8,84.000,2,2.4,2.9,0.7,2.2,5.9,0.9,0.1,2.1,1.9,9.6
105,7,79,0,18.2,57.500,3.8,6.7,100.000,0,0,59.100,1.4,2.4,4.8,2,2.8,0.3,0.4,2,1.1,2.3,9.1
105,8,81,81,22.5,58.100,3.6,6.3,0.000,0,0,55.800,0.7,1.3,6.9,2.6,4.3,0.4,0.5,1.3,0.7,3,8
105,9,38,4,11.3,49.300,2,4,40.700,0.6,1.4,76.900,0.8,1,0.9,0.2,0.8,1.2,0.5,0,0.8,1.7,5.3
105,10,40,1,10,41.800,2.1,5,37.000,0.7,1.8,50.000,0.3,0.7,2.4,0.8,1.6,0.6,0.4,0.2,0.5,0.6,5.2
105,11,40,0,8.2,49.100,1.4,2.9,0.000,0,0.2,68.900,0.8,1.1,2.4,0.7,1.7,0.3,0.5,0.5,0.9,1,3.6
105,12,41,1,8.9,50.600,1.1,2.1,0.000,0,0,76.900,0.5,0.6,2.6,1.2,1.4,0.2,0.1,0.4,0.6,1.4,2.6
105,13,4,0,6.8,100.000,0.5,0.5,,0,0,75.000,0.8,1,0.8,0.5,0.3,0.5,0.3,0,0.5,1,1.8
105,14,7,0,3.7,33.300,0.6,1.7,0.000,0,0.1,50.000,0.1,0.3,0.3,0.1,0.1,0.4,0.1,0,0.1,0.4,1.3
106,0,62,61,35.8,43.100,5.6,13,35.600,1.2,3.3,79.800,5.2,6.5,3.5,0.6,2.8,8.8,1.6,0.2,3.2,1.8,17.6
106,1,80,77,27.2,54.500,5.6,10.3,0.000,0,0,65.000,2.5,3.9,8.6,3,5.6,1.2,0.9,0.9,1.7,2.4,13.7
106,2,62,55,31,41.600,5,11.9,34.800,2,5.7,72.400,1.8,2.5,4.7,0.9,3.8,1.8,0.7,0.5,1.3,3.1,13.6
106,3,81,78,30.7,41.300,4.5,10.8,38.000,2.3,6.1,84.900,1.9,2.3,2.9,0.4,2.4,3.5,0.8,0.5,1.8,2.5,13.2
106,4,29,12,29,40.600,4.4,11,36.200,1.4,4,90.200,1.6,1.8,2.7,0.7,2,5.2,0.9,0.2,2.3,2.4,11.9
106,5,69,52,26.9,50.800,4.8,9.5,0.000,0,0.1,51.700,2.2,4.2,9.2,3,6.2,1.4,0.7,0.7,1.9,2.6,11.8
106,6,44,1,19.8,42.800,3.7,8.7,37.700,1.3,3.5,83.500,1.6,1.9,1.8,0.5,1.4,2.5,0.8,0.1,1.3,2.1,10.4
106,7,82,30,21.6,52.300,3.5,6.6,16.700,0,0.3,75.400,2.4,3.2,6.4,2.1,4.4,0.8,0.3,1.2,1.5,2.6,9.4
106,8,76,4,19.8,41.900,3,7.2,37.600,1.2,3.1,75.600,1.2,1.6,2.7,0.4,2.2,1.5,0.4,0.1,1.3,2.4,8.4
106,9,5,5,16,44.700,3.4,7.6,,0,0,100.000,0.2,0.2,3.4,2,1.4,0.4,0.2,1.4,1.6,3.2,7
106,10,39,11,17.2,39.000,2.5,6.5,34.900,1.2,3.3,74.200,0.6,0.8,3.4,0.6,2.8,0.9,0.8,0.3,0.7,0.8,6.8
106,11,68,1,17.1,39.500,2.4,6,37.500,0.4,0.9,85.500,0.8,0.9,3.1,0.8,2.3,0.9,0.6,0.7,0.9,2.7,5.9
106,12,30,2,19.1,45.800,2.2,4.8,50.000,0.3,0.6,74.500,1.2,1.6,2.4,0.5,1.9,3.3,0.5,0.2,1.1,1.1,5.9
106,13,52,16,15.2,36.700,1.8,4.9,31.900,0.6,1.8,70.900,0.8,1.1,2.8,0.7,2.1,0.5,0.4,0.6,0.9,1.3,4.9
106,14,43,5,12.3,38.600,1.6,4.1,29.500,0.4,1.4,75.400,1.2,1.6,2.8,0.5,2.4,0.7,0.6,0.4,0.9,1.5,4.8
106,15,21,0,14.6,50.600,2,3.9,,0,0,42.300,0.5,1.2,3.7,1.3,2.4,0.5,1.3,0.8,0.7,2.7,4.4
107,0,75,75,35.6,43.600,5.4,12.3,34.100,0.9,2.7,73.000,3.5,4.8,3.1,0.6,2.6,9.6,1.2,0.1,2.5,1.7,15.2
107,1,53,53,33,42.800,5.3,12.4,33.700,1.5,4.6,84.100,2.4,2.8,3.4,0.4,3,1.9,0.6,0.1,1.6,2,14.5
107,2,78,75,31.7,42.900,5.4,12.5,34.200,1.8,5.2,77.500,1.4,1.8,6.1,1.2,4.9,1.7,0.7,0.4,1.4,3,13.9
107,3,75,71,27.8,50.700,5,9.8,12.500,0,0.1,69.100,2.7,3.8,8.9,3.2,5.7,1.2,0.8,0.8,1.6,2.8,12.6
107,4,59,27,24.1,40.100,3.9,9.6,35.500,1.8,5.1,89.500,2.9,3.2,3.7,0.5,3.2,1.4,0.8,0.3,1,1.6,12.4
107,5,28,0,24.4,44.300,4,9,28.400,0.7,2.4,81.000,2.3,2.8,4.6,0.8,3.8,1.9,1.2,0.5,1.6,1.8,11
107,6,34,5,20.6,45.000,4,8.8,35.400,1.4,3.8,57.900,0.3,0.6,1.9,0.5,1.5,3.7,0.7,0.1,1.8,2.1,9.6
107,7,50,21,21.8,36.800,3,8,35.700,1.9,5.3,81.800,0.9,1.1,1.7,0.2,1.5,2.4,0.7,0.2,1.2,1.9,8.7
107,8,35,35,25.7,50.400,3.3,6.6,33.300,0.1,0.2,73.300,1.8,2.5,7.8,2.6,5.2,0.5,0.4,1.2,1.3,3.3,8.5
107,9,73,8,19.4,47.500,3,6.3,0.000,0,0,57.700,1.6,2.8,6.2,2.1,4.1,0.8,0.5,0.5,1.3,1.9,7.6
107,10,62,27,17.8,44.600,2.8,6.2,0.000,0,0,63.600,1.4,2.1,6.2,2,4.1,0.8,0.8,1.1,1.4,3.3,6.9
107,11,58,4,17,40.400,2.7,6.6,23.600,0.4,1.9,78.000,0.8,1,2.9,0.9,2,1,0.8,0.4,0.8,2.5,6.6
107,12,33,1,14.1,34.800,2.2,6.2,26.100,0.7,2.8,65.000,0.8,1.2,1.2,0.4,0.8,2.3,0.4,0.1,0.7,2.1,5.8
107,13,17,0,11.5,55.700,2,3.6,,0,0,69.000,1.2,1.7,2.8,0.8,2,0.1,0.1,1.1,0.8,1.6,5.2
107,14,39,0,13.1,48.200,1.7,3.5,41.700,0.3,0.6,73.800,1.2,1.7,1.8,0.7,1.1,0.5,0.7,0.2,0.6,1.1,4.9
107,15,24,1,11,40.400,1.5,3.7,18.800,0.1,0.7,64.300,0.8,1.2,3.2,1.1,2.1,0.5,0.3,0.4,0.9,1.8,3.9
107,16,55,6,13.1,30.400,1.2,3.9,20.400,0.4,1.9,74.500,0.6,0.9,1.2,0.4,0.8,0.5,0.7,0.1,0.7,1.3,3.4
107,17,43,1,9.6,37.700,1.4,3.8,29.800,0.3,1.1,83.300,0.2,0.3,0.7,0.2,0.6,0.9,0.3,0,0.3,0.6,3.4
107,18,7,0,4.4,36.400,0.6,1.6,20.000,0.1,0.7,100.000,0.6,0.6,0.4,0,0.4,0.3,0.4,0.1,0.3,1.1,1.9
107,19,3,0,4.3,50.000,0.3,0.7,50.000,0.3,0.7,,0,0,0.7,0.3,0.3,1,0,0.3,1,1.3,1
108,0,53,53,34.7,41.000,5.4,13.2,36.400,1.6,4.5,86.800,7.1,8.2,5.3,1,4.3,2.5,0.8,0.4,1.5,1.6,19.5
108,1,82,1,28.7,43.200,5.2,12,34.500,1.4,4,80.600,2.6,3.3,5.8,0.7,5.1,2.5,0.9,0.5,1.7,1.8,14.4
108,2,68,66,30.4,36.400,4.8,13.3,31.900,1.1,3.4,67.000,2.1,3.1,3.4,0.5,2.9,5.5,1,0.5,3.2,2.1,12.8
108,3,67,64,25.3,55.800,5.2,9.3,50.000,0,0,61.300,2,3.3,8.7,3.5,5.2,1.2,0.5,0.9,1.4,2.5,12.5
108,4,76,76,32.1,46.900,4.7,10.1,35.400,1.4,3.9,82.000,1.4,1.8,2.9,0.7,2.2,1.9,1.3,0.2,1.3,1.9,12.3
108,5,28,0,23.6,44.500,3.6,8.2,41.100,1.6,3.8,81.900,2.8,3.4,1.9,0.1,1.8,4.7,0.9,0.1,1.9,1.6,11.6
108,6,80,55,21.7,51.200,3.8,7.5,33.300,0.4,1.1,81.100,1.9,2.4,7,2.3,4.7,2.4,1,0.6,1.3,2.6,10
108,7,32,3,17.1,41.700,3.2,7.6,0.000,0,0.1,61.600,1.9,3.1,5.5,2,3.4,1.3,0.8,1.4,1.7,2.8,8.2
108,8,59,15,17.7,51.300,3.3,6.4,24.500,0.2,0.9,89.900,1.1,1.2,4.9,1.3,3.6,0.9,0.2,0.3,0.9,1.9,7.9
108,9,39,15,26.6,36.800,2.9,7.9,29.900,1.1,3.7,85.700,0.8,0.9,2.9,0.5,2.5,4.9,0.6,0.1,1.7,2.6,7.7
108,10,70,16,21.7,45.200,3.2,7,38.500,0.6,1.7,75.500,0.6,0.8,4.2,1.2,3,1.4,0.8,0.7,0.9,2.6,7.5
108,11,20,9,15.4,50.500,2.8,5.5,,0,0,45.800,1.4,3,4.4,1.1,3.3,0.8,0.5,0.6,0.8,1.8,6.9
108,12,54,7,19.8,35.100,2.2,6.2,29.600,0.9,3.1,83.000,0.7,0.9,1.9,0.3,1.6,2.1,0.5,0.3,1.1,1.5,6
108,13,26,22,18.2,47.000,2.1,4.4,27.600,0.3,1.1,72.000,0.7,1,2.3,0.6,1.7,0.6,0.5,0.7,0.7,2,5.2
108,14,21,0,14.6,35.700,1.2,3.3,32.500,0.6,1.9,76.500,0.6,0.8,1.5,0.4,1.1,0.7,0.3,0.3,0.3,1.9,3.6
108,15,8,0,10.3,38.100,1,2.6,23.500,0.5,2.1,87.500,0.9,1,0.8,0.3,0.5,0.4,0.3,0,0.5,0.9,3.4
108,16,26,6,11.3,36.400,0.9,2.5,31.300,0.4,1.2,64.300,0.3,0.5,1.5,0.3,1.2,0.6,0.5,0.2,0.8,0.9,2.6
108,17,47,2,7.9,35.500,0.5,1.3,36.500,0.4,1.1,,0,0,1.1,0.1,1,0.9,0.3,0.1,0.4,1.1,1.3
108,18,3,0,2.3,0.000,0,0.3,0.000,0,0.3,,0,0,0.3,0,0.3,0.3,0,0,0,0,0
109,0,63,63,33.9,44.700,5.3,11.9,38.900,2,5.1,90.200,5.5,6.1,5.2,0.6,4.5,2.1,0.6,0.2,1.3,1.5,18.2
109,1,73,59,27.8,57.800,6.8,11.7,32.400,0.6,1.9,82.500,2.6,3.1,9.8,2.9,6.9,4.9,0.8,0.8,2.3,2.9,16.7
109,2,71,33,30.9,46.100,6.1,13.2,33.700,1.5,4.6,72.700,2,2.7,6.5,1.5,5,2,0.7,0.4,1.6,2.4,15.7
109,3,57,56,31.3,50.200,5.6,11.2,42.000,1.9,4.5,77.600,1.8,2.4,3.1,0.8,2.3,2.9,1.2,0.1,1.3,1.6,14.9
109,4,60,19,28.4,44.300,4.9,11.1,37.000,1.5,3.9,75.300,2.4,3.2,4.3,1,3.4,3.4,0.8,0.5,1.6,1.8,13.7
109,5,55,41,25.7,37.700,3.8,10,31.500,1,3.2,78.400,2.4,3,3.2,0.5,2.7,3.9,0.7,0.2,2.2,1.7,11
109,6,82,9,21.5,40.400,3.6,8.9,33.400,1.4,4.2,88.300,1.3,1.5,2.6,0.5,2.1,2.1,0.6,0.3,1.4,1.5,9.9
109,7,61,34,21.3,54.800,3.7,6.8,0.000,0,0.1,69.300,2.1,3.1,7.6,3,4.6,0.9,0.7,0.7,1,2,9.6
109,8,75,40,27.3,44.400,3.6,8.1,38.800,1.4,3.6,71.400,0.6,0.8,2.6,0.4,2.2,5.1,0.7,0.1,1.7,2.6,9.2
109,9,27,10,23.4,54.700,3.7,6.7,0.000,0,0,61.800,1.7,2.8,6.4,1.9,4.6,2.6,0.7,1.1,1.7,2.9,9.1
109,10,45,29,18,50.700,3.4,6.6,,0,0,49.600,1.2,2.5,5.8,2,3.8,1.3,0.6,0.8,1.8,2,8
